Datetime,Wind Speed (m/s),Wind Direction (deg),LV ActivePower (kW),Theoretical_Power_Curve (KWh),Rotor Speed (rpm),Pitch Angle (deg)
2018-04-03 00:50:00,4.4934,346.46,69.9563,258.7994,5.9734,1.218
2018-04-03 01:00:00,3.7949,344.45,4.2832,155.9084,5.54,0.6619
2018-04-03 01:10:00,4.2759,337.53,9.1524,223.0096,6.2621,0.775
2018-04-03 01:20:00,2.5565,335.95,0.0,47.6663,0.0,0.2996
2018-04-03 01:30:00,4.9483,336.26,0.0,345.6349,7.1855,1.2182
2018-04-03 01:40:00,1.6348,336.75,0.0,12.4636,0.0,0.0
2018-04-03 01:50:00,3.5591,346.29,0.0,128.6059,4.7333,0.6318
2018-04-03 02:00:00,8.5181,345.96,469.938,1763.1276,11.831,1.6352
2018-04-03 02:10:00,4.8273,344.14,5.5891,320.8948,7.0247,0.8537
2018-04-03 02:20:00,7.711,341.99,294.8592,1307.9477,10.9781,1.5635
2018-04-03 02:30:00,8.1964,346.64,396.2867,1570.7758,11.5641,1.3915
2018-04-03 02:40:00,6.9228,346.54,141.9954,946.4594,9.8055,1.7268
2018-04-03 02:50:00,12.4882,346.76,2032.3998,5555.8857,16.4577,1.5183
2018-04-03 03:00:00,1.3146,342.21,0.0,6.4808,0.164,0.521
2018-04-03 03:10:00,8.5753,341.59,481.4541,1798.8409,11.8682,1.9709
2018-04-03 03:20:00,12.7094,340.43,2028.5156,5856.3502,17.4064,2.5298
2018-04-03 03:30:00,10.2397,341.58,1024.8508,3062.734,14.2215,2.1056
2018-04-03 03:40:00,3.4737,334.51,29.0347,119.5754,5.5311,0.6844
2018-04-03 03:50:00,4.9226,336.14,53.7025,340.2865,6.8433,1.5964
2018-04-03 04:00:00,3.599,340.55,7.6885,132.9852,5.0102,0.6189
2018-04-03 04:10:00,7.3826,339.2,212.4234,1147.8515,10.2474,1.3029
2018-04-03 04:20:00,8.4741,335.75,448.7258,1735.9373,11.4863,1.9259
2018-04-03 04:30:00,4.9484,338.74,39.7461,345.6616,7.3257,1.0293
2018-04-03 04:40:00,6.8322,334.52,162.2132,909.7905,9.5943,1.9674
2018-04-03 04:50:00,8.2501,337.63,381.1409,1601.8648,11.7382,1.7652
2018-04-03 05:00:00,5.9782,342.12,101.2143,609.4834,8.854,1.0974
2018-04-03 05:10:00,10.5892,342.55,1169.5745,3387.1903,14.7855,2.3921
2018-04-03 05:20:00,9.3879,343.57,715.5836,2360.2424,13.1152,1.5229
2018-04-03 05:30:00,2.2994,343.89,33.0367,34.6804,0.0435,0.316
2018-04-03 05:40:00,7.758,342.65,286.0411,1332.0046,10.4764,1.8166
2018-04-03 05:50:00,4.3245,344.81,32.0223,230.71,5.5057,0.5616
2018-04-03 06:00:00,7.3577,344.84,237.8303,1136.2761,9.8497,1.3714
2018-04-03 06:10:00,13.5884,344.58,1972.9124,7157.3529,17.1724,4.2642
2018-04-03 06:20:00,11.3416,344.32,1577.2715,4161.7132,15.7804,2.637
2018-04-03 06:30:00,5.9887,343.42,104.9795,612.7164,8.6196,1.458
2018-04-03 06:40:00,4.9744,340.31,22.4386,351.142,6.8866,0.2481
2018-04-03 06:50:00,4.4304,340.83,23.9654,248.0688,5.7292,1.005
2018-04-03 07:00:00,7.3125,340.84,241.8215,1115.427,10.4973,1.8396
2018-04-03 07:10:00,3.175,339.58,3.5002,91.3013,4.1783,1.2431
2018-04-03 07:20:00,7.47,337.51,216.8166,1189.0911,10.632,1.151
2018-04-03 07:30:00,0.4088,339.7,11.5305,0.1948,0.2771,0.0
2018-04-03 07:40:00,5.4067,340.69,73.2124,450.8767,7.5561,1.1732
2018-04-03 07:50:00,4.3973,336.69,15.2921,242.5595,6.2985,0.4727
2018-04-03 08:00:00,15.0739,334.48,1950.4653,9770.682,16.3731,7.63
2018-04-03 08:10:00,9.5477,340.81,760.0018,2482.7989,14.2442,2.0595
2018-04-03 08:20:00,5.7775,337.23,41.0113,550.1359,8.2205,1.4516
2018-04-03 08:30:00,2.9415,334.75,19.1704,72.6038,0.2344,0.7456
2018-04-03 08:40:00,7.3347,333.26,210.3516,1125.6166,10.5488,1.764
2018-04-03 08:50:00,4.4319,337.0,0.0,248.3207,6.1629,1.1652
2018-04-03 09:00:00,7.6702,341.41,290.386,1287.2974,10.7617,1.6132
2018-04-03 09:10:00,11.3028,337.44,1560.8557,4119.1393,16.1494,2.3644
2018-04-03 09:20:00,8.4713,332.81,431.6143,1734.1897,11.7495,2.1887
2018-04-03 09:30:00,8.6618,331.24,530.0868,1853.8529,12.2439,1.9564
2018-04-03 09:40:00,7.7153,331.25,307.458,1310.1251,10.9418,1.7879
2018-04-03 09:50:00,13.3943,336.64,2020.8104,6855.1014,16.5796,3.5545
2018-04-03 10:00:00,13.7474,333.09,1966.6851,7411.5803,16.9331,3.9759
2018-04-03 10:10:00,7.5503,336.76,238.6865,1227.8714,10.0622,1.45
2018-04-03 10:20:00,5.5478,338.26,0.0,487.0911,8.0423,1.2088
2018-04-03 10:30:00,7.0353,340.17,163.2395,993.3318,10.3203,1.7833
2018-04-03 10:40:00,4.2825,341.61,30.1196,224.0425,6.2672,1.3563
2018-04-03 10:50:00,8.8182,343.9,549.4651,1956.0758,12.7946,1.6898
2018-04-03 11:00:00,7.4953,347.05,292.0947,1201.1891,10.2647,1.8402
2018-04-03 11:10:00,3.2331,346.77,0.0,96.4044,4.4588,0.3729
2018-04-03 11:20:00,4.4501,343.7,23.0085,251.4039,6.2678,0.9892
2018-04-03 11:30:00,7.2949,347.24,215.364,1107.4324,10.2516,1.7637
2018-04-03 11:40:00,12.6309,344.41,1959.0859,5748.5585,16.6688,2.1862
2018-04-03 11:50:00,8.1589,343.71,366.8472,1549.3593,11.1486,1.3325
2018-04-03 12:00:00,9.4413,343.36,696.145,2400.7638,13.7359,1.5746
2018-04-03 12:10:00,5.9479,344.6,111.8743,600.2657,8.0771,1.7178
2018-04-03 12:20:00,8.2359,346.25,428.0439,1593.6442,12.0272,2.1496
2018-04-03 12:30:00,7.0033,343.93,128.2547,979.8629,9.9532,1.4665
2018-04-03 12:40:00,9.1821,349.07,636.6684,2208.371,12.9158,1.987
2018-04-03 12:50:00,2.3143,353.43,0.0,35.359,0.1629,0.3484
2018-04-03 13:00:00,7.4286,354.09,209.5524,1169.4201,10.8571,1.4414
2018-04-03 13:10:00,5.5003,353.99,20.2357,474.6981,6.9131,0.59
2018-04-03 13:20:00,5.8026,351.56,75.7354,557.3329,8.2314,1.1689
2018-04-03 13:30:00,15.1105,351.47,2000.5019,9842.0913,16.8447,7.8183
2018-04-03 13:40:00,4.2765,351.47,24.3312,223.1038,6.0428,1.4767
2018-04-03 13:50:00,5.6538,346.11,49.2487,515.5491,8.1975,1.5819
2018-04-03 14:00:00,7.5226,348.64,215.3873,1214.401,10.3486,1.67
2018-04-03 14:10:00,11.9882,355.36,1985.2762,4914.8341,16.4382,2.1159
2018-04-03 14:20:00,6.6238,354.04,172.1525,829.0359,8.858,1.1805
2018-04-03 14:30:00,10.0951,354.09,979.3163,2934.792,13.8609,1.9539
2018-04-03 14:40:00,11.8573,357.63,1952.9043,4755.6378,16.8064,2.6814
2018-04-03 14:50:00,5.5901,354.79,40.0377,498.3198,7.9776,0.6227
2018-04-03 15:00:00,6.301,348.92,88.1463,713.6572,9.0865,1.2007
2018-04-03 15:10:00,5.9574,348.59,96.8891,603.1526,8.2025,1.1762
2018-04-03 15:20:00,11.2596,351.31,1546.424,4072.1646,15.6389,1.8101
2018-04-03 15:30:00,2.1189,349.37,0.857,27.1384,0.4961,0.7097
2018-04-03 15:40:00,5.4927,347.73,12.0168,472.7324,7.9958,0.4099
2018-04-03 15:50:00,9.1656,343.79,634.2356,2196.5108,13.0575,1.7681
2018-04-03 16:00:00,7.803,337.92,302.552,1355.3004,10.3768,1.5496
2018-04-03 16:10:00,6.5822,340.54,141.397,813.5308,9.8025,1.7469
2018-04-03 16:20:00,7.5557,347.19,226.1262,1230.4694,10.5504,1.7204
2018-04-03 16:30:00,4.2604,351.16,18.6709,220.5932,6.0164,0.3078
2018-04-03 16:40:00,6.5307,352.33,130.8042,794.552,9.2772,1.0312
2018-04-03 16:50:00,7.192,350.57,195.3719,1061.1908,10.1181,0.9807
2018-04-03 17:00:00,12.1284,354.18,1969.2165,5089.3844,16.7484,0.2899
2018-04-03 17:10:00,4.8076,355.72,62.6629,316.9888,6.7742,0.732
2018-04-03 17:20:00,11.4101,352.43,1672.6049,4237.6475,16.1651,2.2177
2018-04-03 17:30:00,8.407,347.93,457.1751,1695.0478,12.0245,1.3502
2018-04-03 17:40:00,1.4166,344.28,0.0,8.1091,0.3659,0.0673
2018-04-03 17:50:00,9.2972,343.5,701.3947,2292.4872,12.6868,2.0843
2018-04-03 18:00:00,1.7861,345.02,0.0,16.2541,0.0,0.5836
2018-04-03 18:10:00,18.1522,346.87,2030.8281,17062.2632,17.0559,15.0901
2018-04-03 18:20:00,11.2144,344.81,1532.8497,4023.27,15.2291,1.5256
2018-04-03 18:30:00,5.0283,344.82,0.0,362.6722,7.0881,1.3392
2018-04-03 18:40:00,4.6536,347.43,0.0,287.4923,6.2793,0.9182
2018-04-03 18:50:00,5.7849,348.24,89.0199,552.2686,8.2643,0.9669
2018-04-03 19:00:00,5.4166,346.05,78.8222,453.3491,7.3297,0.7375
2018-04-03 19:10:00,5.5567,343.19,80.2974,489.4338,7.6715,1.0176
2018-04-03 19:20:00,5.0847,337.56,45.2836,375.0129,7.0314,0.9717
2018-04-03 19:30:00,7.7581,334.55,278.2168,1332.0447,10.9353,1.7603
2018-04-03 19:40:00,3.6019,334.85,0.0,133.3008,5.3301,1.3971
2018-04-03 19:50:00,10.4541,335.81,1156.5227,3259.2489,14.9454,1.9046
2018-04-03 20:00:00,9.6919,341.27,803.0873,2597.0091,13.6301,2.328
2018-04-03 20:10:00,6.2932,343.67,110.1585,710.9799,8.4775,1.1006
2018-04-03 20:20:00,10.3056,345.43,1085.7833,3122.2742,15.2017,1.9223
2018-04-03 20:30:00,4.327,346.59,25.3548,231.1134,6.0323,0.3011
2018-04-03 20:40:00,1.2264,342.16,0.0,5.2618,0.0821,0.0
2018-04-03 20:50:00,7.548,336.69,291.8915,1226.7427,10.6399,0.9366
2018-04-03 21:00:00,6.0029,341.19,34.1575,617.0848,8.5103,1.5737
2018-04-03 21:10:00,6.9209,338.35,146.925,945.657,9.4351,1.55
2018-04-03 21:20:00,10.9464,342.7,1352.2715,3741.6345,15.4565,2.6678
2018-04-03 21:30:00,13.2656,339.78,1990.4664,6659.2862,17.3465,2.7596
2018-04-03 21:40:00,7.5239,343.26,227.9425,1215.0155,9.9307,1.4331
2018-04-03 21:50:00,8.8663,344.47,559.5736,1988.3077,12.4226,1.6695
2018-04-03 22:00:00,2.437,349.0,24.441,41.2894,0.0,0.461
2018-04-03 22:10:00,3.3409,343.03,9.2139,106.3722,4.9739,0.2721
2018-04-03 22:20:00,8.3695,345.86,458.2956,1672.4132,12.0596,1.9432
2018-04-03 22:30:00,5.6863,340.3,45.7162,524.483,7.9225,0.8021
2018-04-03 22:40:00,5.8039,341.36,5.6473,557.71,8.1437,1.0191
2018-04-03 22:50:00,4.6873,340.27,3.3021,293.7728,6.2979,1.3484
2018-04-03 23:00:00,7.0734,343.29,192.9281,1009.5535,9.1954,1.4781
2018-04-03 23:10:00,3.547,342.65,0.0,127.3039,4.8848,0.9953
2018-04-03 23:20:00,7.2466,340.38,196.4338,1085.542,10.0811,1.4203
2018-04-03 23:30:00,3.4359,340.26,0.0,115.7067,4.8231,1.003
2018-04-03 23:40:00,2.1194,338.24,0.0,27.1581,0.0,0.5634
2018-04-03 23:50:00,4.8144,337.41,0.0,318.3283,6.2225,0.3397
2018-04-04 00:00:00,3.9408,336.12,0.0,174.5828,5.0722,0.3217
2018-04-04 00:10:00,10.3475,332.62,1086.9845,3160.5137,14.5114,1.7741
2018-04-04 00:20:00,1.9596,335.25,5.6692,21.4677,0.1756,0.3711
2018-04-04 00:30:00,3.4353,333.76,9.2653,115.6491,4.4606,0.3955
2018-04-04 00:40:00,6.5198,334.59,133.0762,790.5861,9.0449,1.658
2018-04-04 00:50:00,5.9721,336.91,115.625,607.606,8.1872,1.3609
2018-04-04 01:00:00,1.8077,334.7,11.7967,16.8525,0.6096,0.3207
2018-04-04 01:10:00,0.7748,336.64,20.9045,1.327,0.0,0.2006
2018-04-04 01:20:00,14.2807,335.79,1988.6765,8308.105,16.6719,6.1505
2018-04-04 01:30:00,7.5049,334.76,231.1623,1205.8211,10.262,1.0419
2018-04-04 01:40:00,5.0751,336.85,12.7316,372.8996,6.5349,1.2896
2018-04-04 01:50:00,5.9097,337.08,54.5313,588.7643,8.4675,1.2826
2018-04-04 02:00:00,4.3109,337.35,0.0,228.5401,5.9554,1.7118
2018-04-04 02:10:00,4.9647,339.88,43.8233,349.0842,6.8341,1.3361
2018-04-04 02:20:00,7.4965,339.52,292.9437,1201.7717,10.5498,1.6202
2018-04-04 02:30:00,10.3831,341.42,1128.2835,3193.2344,14.063,2.0394
2018-04-04 02:40:00,3.5603,339.7,0.0,128.7366,5.5156,0.9209
2018-04-04 02:50:00,9.6736,341.02,850.404,2582.385,12.9969,1.6699
2018-04-04 03:00:00,2.9506,341.04,0.0,73.2782,0.5329,0.0703
2018-04-04 03:10:00,3.9195,342.76,0.0,171.7672,5.4828,0.8353
2018-04-04 03:20:00,1.687,337.46,0.0,13.6953,0.0,0.4494
2018-04-04 03:30:00,3.1701,338.89,0.0,90.8796,4.6395,0.2402
2018-04-04 03:40:00,11.3125,340.33,1568.3523,4129.7608,15.7336,1.7157
2018-04-04 03:50:00,5.9889,341.98,54.3984,612.7531,8.664,1.3691
2018-04-04 04:00:00,2.434,344.18,6.1974,41.1354,0.0924,0.7085
2018-04-04 04:10:00,12.9775,342.57,1979.1816,6234.9026,17.0138,2.2193
2018-04-04 04:20:00,10.7254,340.9,1244.3578,3519.6213,15.3276,1.7141
2018-04-04 04:30:00,8.9123,338.31,603.4484,2019.3946,12.4249,2.1576
2018-04-04 04:40:00,12.013,334.84,1967.6648,4945.4227,17.0894,0.3237
2018-04-04 04:50:00,4.0559,338.38,0.0,190.3302,5.8336,0.8638
2018-04-04 05:00:00,10.2534,338.42,1080.1622,3075.0342,14.7549,2.8294
2018-04-04 05:10:00,8.4122,342.85,420.2021,1698.1971,11.667,1.8101
2018-04-04 05:20:00,10.822,341.33,1305.2867,3615.5385,15.5605,2.1561
2018-04-04 05:30:00,9.6778,338.7,838.9869,2585.7464,13.317,1.7138
2018-04-04 05:40:00,5.3088,335.66,70.7836,426.8204,6.8302,0.9701
2018-04-04 05:50:00,9.3823,342.07,705.753,2356.0412,12.7258,1.4545
2018-04-04 06:00:00,4.6809,336.39,16.792,292.5856,6.4538,0.7207
2018-04-04 06:10:00,5.2897,337.65,64.4344,422.2186,7.4843,1.5843
2018-04-04 06:20:00,2.9974,336.2,35.7159,76.8249,0.0048,0.6617
2018-04-04 06:30:00,12.6969,328.46,1992.533,5839.038,17.036,1.9312
2018-04-04 06:40:00,4.9477,325.65,20.95,345.5081,6.5666,0.4518
2018-04-04 06:50:00,6.9888,323.11,171.5851,973.7958,10.3017,1.956
2018-04-04 07:00:00,5.9977,322.11,66.8673,615.468,8.8004,1.4285
2018-04-04 07:10:00,14.0241,322.12,2036.8752,7868.1755,17.0806,4.9721
2018-04-04 07:20:00,5.486,318.13,58.6354,471.0031,8.06,1.6077
2018-04-04 07:30:00,9.9367,316.77,922.962,2798.8152,13.4455,1.4672
2018-04-04 07:40:00,11.1277,313.83,1487.4194,3930.7102,15.7885,2.9786
2018-04-04 07:50:00,6.3964,314.4,132.5633,746.5529,9.1771,1.2225
2018-04-04 08:00:00,6.017,315.8,33.846,621.4382,8.7141,0.7722
2018-04-04 08:10:00,9.7611,315.19,860.0135,2653.0684,13.9196,1.7343
2018-04-04 08:20:00,12.6602,318.27,2050.0,5788.5987,16.9334,1.2529
2018-04-04 08:30:00,9.8537,316.54,910.3648,2729.2698,13.9165,2.2679
2018-04-04 08:40:00,4.556,313.72,0.0,269.7689,6.736,0.7819
2018-04-04 08:50:00,12.0567,316.68,2020.7853,4999.6662,16.613,0.0
2018-04-04 09:00:00,6.2245,315.47,69.1956,687.9475,8.8243,0.7411
2018-04-04 09:10:00,8.0294,311.29,388.2068,1476.7064,11.0752,1.0659
2018-04-04 09:20:00,11.1856,310.19,1520.3965,3992.3828,15.6142,2.547
2018-04-04 09:30:00,4.222,309.68,24.6671,214.6831,5.1091,0.9542
2018-04-04 09:40:00,10.4558,306.87,1127.4109,3260.8271,14.377,1.7467
2018-04-04 09:50:00,8.2311,307.79,417.3831,1590.8492,11.3927,1.514
2018-04-04 10:00:00,12.5957,311.76,2017.7571,5700.5324,16.6731,1.4735
2018-04-04 10:10:00,4.0926,307.5,12.2534,195.5405,5.6295,0.6755
2018-04-04 10:20:00,6.6327,308.98,107.5441,832.3824,8.9303,1.1309
2018-04-04 10:30:00,11.3759,314.77,1594.779,4199.6238,15.8265,2.0777
2018-04-04 10:40:00,1.4558,315.72,23.9512,8.8017,0.3256,0.8562
2018-04-04 10:50:00,3.3189,314.12,0.0,104.288,4.5569,0.5068
2018-04-04 11:00:00,17.7464,315.87,1962.3458,15943.5655,17.1895,14.8886
2018-04-04 11:10:00,5.3178,312.68,69.8538,428.9909,7.8147,0.9422
2018-04-04 11:20:00,15.9959,310.98,1985.0968,11675.579,16.6239,10.1961
2018-04-04 11:30:00,4.2556,314.01,21.0013,219.8542,6.1287,1.2006
2018-04-04 11:40:00,6.1185,317.25,72.408,653.4202,8.172,1.2374
2018-04-04 11:50:00,10.263,315.79,1079.3473,3083.7188,14.052,1.9258
2018-04-04 12:00:00,9.1261,317.99,638.5173,2168.2289,12.81,2.0378
2018-04-04 12:10:00,8.2995,323.3,439.0169,1630.8457,11.7719,1.5369
2018-04-04 12:20:00,7.7799,324.91,300.6603,1343.3214,11.3759,1.5053
2018-04-04 12:30:00,11.706,319.42,1822.4156,4575.8571,16.3395,2.5999
2018-04-04 12:40:00,4.8577,318.75,12.6784,326.9905,6.8534,0.7719
2018-04-04 12:50:00,6.9248,319.14,144.1325,947.289,9.7241,1.7996
2018-04-04 13:00:00,3.9277,315.29,0.0,172.8548,6.0369,0.897
2018-04-04 13:10:00,8.4278,315.29,440.2713,1707.6182,12.2016,1.6822
2018-04-04 13:20:00,5.0085,315.27,19.9418,358.4026,7.1273,1.1136
2018-04-04 13:30:00,5.8523,315.47,18.2833,571.7806,8.4314,0.8203
2018-04-04 13:40:00,7.1813,313.83,205.3291,1056.4906,10.1588,1.7404
2018-04-04 13:50:00,1.7105,310.34,0.0,14.277,0.3224,0.4639
2018-04-04 14:00:00,3.0164,310.58,35.2402,78.2911,4.4815,1.2694
2018-04-04 14:10:00,9.3361,308.38,724.6563,2321.378,12.9799,2.0514
2018-04-04 14:20:00,6.7117,311.05,129.5229,862.486,9.4262,1.2239
2018-04-04 14:30:00,11.9703,313.86,1962.9902,4892.9487,16.807,2.0169
2018-04-04 14:40:00,9.4389,314.37,788.2902,2398.8837,13.2599,1.6812
2018-04-04 14:50:00,0.9802,317.26,2.3302,2.6866,0.0,0.4935
2018-04-04 15:00:00,8.4433,320.02,416.8227,1717.0903,11.9217,1.7621
2018-04-04 15:10:00,2.9997,322.8,59.2861,77.0,0.0,0.139
2018-04-04 15:20:00,10.4047,323.59,1141.0527,3213.2256,14.391,1.5812
2018-04-04 15:30:00,17.5043,320.07,1988.8613,15299.6873,16.7644,14.1922
2018-04-04 15:40:00,7.5854,322.11,275.6978,1245.0488,10.7004,1.4723
2018-04-04 15:50:00,9.1634,324.32,616.843,2194.9535,13.1965,1.8089
2018-04-04 16:00:00,4.6612,322.35,0.0,288.8909,6.7386,0.8644
2018-04-04 16:10:00,6.5651,322.11,99.9127,807.2061,9.5242,1.3852
2018-04-04 16:20:00,11.4019,328.33,1626.6495,4228.5061,16.4945,2.484
2018-04-04 16:30:00,3.9021,331.52,19.0078,169.4923,5.2873,0.6252
2018-04-04 16:40:00,4.9456,334.31,35.6077,345.0678,7.1372,1.3415
2018-04-04 16:50:00,6.6374,335.47,146.9571,834.159,9.5177,0.9072
2018-04-04 17:00:00,9.1111,330.35,649.7652,2157.5977,12.8324,2.2334
2018-04-04 17:10:00,5.8581,331.79,87.5352,573.4908,8.4692,1.2904
2018-04-04 17:20:00,12.7909,328.62,1997.5073,5969.7572,16.8263,1.6143
2018-04-04 17:30:00,2.8848,327.99,0.0,68.4873,0.2012,1.0488
2018-04-04 17:40:00,5.8121,330.69,69.3291,560.0858,7.712,1.287
2018-04-04 17:50:00,9.0732,335.6,618.5051,2130.7517,12.7031,2.1148
2018-04-04 18:00:00,4.3277,328.33,0.0,231.2211,6.2713,0.2348
2018-04-04 18:10:00,8.2824,331.58,412.2967,1620.7798,11.9039,1.4232
2018-04-04 18:20:00,3.6807,328.09,0.642,142.2421,4.8947,0.6629
2018-04-04 18:30:00,2.1963,322.36,0.0,30.2232,0.0,0.4555
2018-04-04 18:40:00,3.1682,318.98,0.0,90.7198,4.1166,0.8852
2018-04-04 18:50:00,12.5363,320.38,2022.5602,5620.2971,16.6836,1.6087
2018-04-04 19:00:00,7.0838,320.12,198.5668,1014.0322,10.0121,0.7196
2018-04-04 19:10:00,9.6702,319.19,824.294,2579.5947,13.8489,1.7483
2018-04-04 19:20:00,5.1883,320.31,3.3099,398.4061,7.5347,0.9037
2018-04-04 19:30:00,7.456,317.42,277.8524,1182.4358,10.5053,1.6093
2018-04-04 19:40:00,6.584,317.82,139.0823,814.1825,9.0223,1.6016
2018-04-04 19:50:00,12.7307,317.76,1979.2872,5885.7786,16.7582,2.0822
2018-04-04 20:00:00,8.8295,321.44,554.8338,1963.6297,13.1225,2.0315
2018-04-04 20:10:00,8.6366,323.77,504.1401,1837.7329,11.6717,1.6333
2018-04-04 20:20:00,1.9106,322.69,17.6537,19.8965,0.0,0.5647
2018-04-04 20:30:00,6.8903,324.75,146.6955,933.1661,9.6989,0.8456
2018-04-04 20:40:00,6.1856,327.62,149.8899,675.1449,8.8719,1.4014
2018-04-04 20:50:00,11.8479,326.7,1905.0217,4744.3704,16.8462,2.8347
2018-04-04 21:00:00,4.3048,331.84,0.0,227.5663,6.1132,0.392
2018-04-04 21:10:00,4.4147,337.04,11.0214,245.4402,5.7247,0.8717
2018-04-04 21:20:00,5.5963,335.23,34.7023,499.9898,7.769,1.4849
2018-04-04 21:30:00,4.18,334.87,0.0,208.3499,5.3223,1.0576
2018-04-04 21:40:00,3.0392,337.77,0.0,80.0829,4.3734,0.9918
2018-04-04 21:50:00,10.1129,339.7,944.517,2950.3891,14.2948,2.1057
2018-04-04 22:00:00,6.6972,341.96,166.7491,856.8844,9.3381,1.7804
2018-04-04 22:10:00,10.0048,343.78,958.1558,2856.8138,13.6519,2.1773
2018-04-04 22:20:00,9.5378,345.69,780.5375,2475.1512,13.1073,1.866
2018-04-04 22:30:00,4.4434,345.07,21.2029,250.2674,5.7338,0.9676
2018-04-04 22:40:00,6.6086,346.9,166.4894,823.3427,9.2366,1.5857
2018-04-04 22:50:00,2.4181,348.75,0.0,40.3344,0.9505,0.45
2018-04-04 23:00:00,10.9481,347.84,1414.1632,3743.4557,15.2968,2.1189
2018-04-04 23:10:00,5.3843,343.45,42.9887,445.2851,7.412,1.0748
2018-04-04 23:20:00,5.3003,343.21,76.8008,424.7641,7.4855,0.5415
2018-04-04 23:30:00,4.5672,340.11,0.0,271.7782,6.049,0.5084
2018-04-04 23:40:00,5.8318,338.27,62.0129,565.8011,7.8298,0.785
2018-04-04 23:50:00,4.1367,338.09,0.0,201.9335,5.6057,0.9842
2018-04-05 00:00:00,5.1084,336.05,22.6216,380.272,7.4172,1.5432
2018-04-05 00:10:00,8.94,336.89,570.2196,2038.2527,12.616,1.5711
2018-04-05 00:20:00,9.4008,332.28,727.3257,2369.9512,13.1133,1.8759
2018-04-05 00:30:00,4.5415,337.09,0.0,267.2129,6.5828,0.9908
2018-04-05 00:40:00,5.8501,329.92,53.5187,571.1273,8.7027,0.5152
2018-04-05 00:50:00,10.0243,325.85,925.1336,2873.4802,14.2548,2.0942
2018-04-05 01:00:00,1.9199,324.77,0.0,20.189,0.0,0.7525
2018-04-05 01:10:00,10.3436,318.81,1068.739,3156.9258,13.916,1.7994
2018-04-05 01:20:00,3.8313,314.63,0.0,160.4379,4.8406,0.7248
2018-04-05 01:30:00,7.6567,319.89,262.3921,1280.5072,10.9801,1.7618
2018-04-05 01:40:00,6.7981,320.16,159.2308,896.2279,9.29,1.0818
2018-04-05 01:50:00,6.5503,316.3,151.7934,801.7471,9.4159,1.297
2018-04-05 02:00:00,9.9276,314.73,923.9242,2791.1233,13.7621,2.2553
2018-04-05 02:10:00,2.6476,315.4,0.0,52.9436,0.1164,0.0
2018-04-05 02:20:00,4.9601,309.68,19.2857,348.1252,7.1545,1.0715
2018-04-05 02:30:00,6.5005,302.67,71.3935,783.6015,8.8659,1.1365
2018-04-05 02:40:00,9.2212,304.31,658.7521,2236.708,13.1565,2.1421
2018-04-05 02:50:00,3.8487,303.11,62.1955,162.6248,5.1902,1.3204
2018-04-05 03:00:00,9.27,302.77,645.9838,2272.408,12.7674,1.4276
2018-04-05 03:10:00,5.4764,302.14,25.0514,468.5366,7.9133,0.6502
2018-04-05 03:20:00,3.6532,303.3,0.0,139.0778,5.3041,0.52
2018-04-05 03:30:00,8.7289,302.48,538.7646,1897.2619,12.3584,1.9229
2018-04-05 03:40:00,2.5544,302.44,19.3232,47.5444,0.0,0.4904
2018-04-05 03:50:00,6.4171,301.05,58.579,753.8276,8.8687,1.7512
2018-04-05 04:00:00,2.2098,302.59,0.0,30.7837,0.2067,0.03
2018-04-05 04:10:00,5.2379,301.81,68.5303,409.9381,8.0181,0.7812
2018-04-05 04:20:00,7.3152,302.25,187.4122,1116.7016,10.7847,2.021
2018-04-05 04:30:00,6.9158,306.49,172.4292,943.5759,9.5417,1.3412
2018-04-05 04:40:00,5.6401,310.43,26.8084,511.8262,7.6985,1.7445
2018-04-05 04:50:00,5.8426,307.73,34.3639,568.9395,8.6986,1.4032
2018-04-05 05:00:00,4.2045,306.84,25.3418,212.0352,6.0666,0.8922
2018-04-05 05:10:00,6.2196,309.04,133.3254,686.3284,8.567,1.4276
2018-04-05 05:20:00,12.965,313.34,1991.961,6216.8538,16.838,1.8764
2018-04-05 05:30:00,10.4355,310.49,1154.1141,3241.8856,14.235,2.4637
2018-04-05 05:40:00,3.3589,315.11,0.0,108.1074,5.0052,0.7714
2018-04-05 05:50:00,1.5889,317.71,27.3528,11.4437,0.42,0.0
2018-04-05 06:00:00,12.5908,315.0,1984.5443,5693.94,17.262,1.4884
2018-04-05 06:10:00,7.0129,315.99,212.3459,983.8995,10.1559,1.3298
2018-04-05 06:20:00,7.1131,316.9,218.8645,1026.6611,9.8622,1.7632
2018-04-05 06:30:00,9.6716,314.57,766.0417,2580.7907,13.8085,1.7284
2018-04-05 06:40:00,5.1413,316.44,38.9576,387.675,7.636,1.1541
2018-04-05 06:50:00,6.6136,315.61,148.3431,825.2147,9.5426,1.1177
2018-04-05 07:00:00,14.4372,312.86,2017.495,8584.2138,17.056,5.4545
2018-04-05 07:10:00,8.6259,316.42,435.0958,1830.8842,12.1336,1.2915
2018-04-05 07:20:00,3.6382,313.26,7.6799,137.3812,4.8218,0.689
2018-04-05 07:30:00,3.3909,311.52,0.0,111.2206,5.3038,0.5658
2018-04-05 07:40:00,4.1962,317.01,0.0,210.7736,5.8637,0.9518
2018-04-05 07:50:00,9.7358,314.99,838.7986,2632.527,13.9944,1.8068
2018-04-05 08:00:00,5.2141,320.59,8.3422,404.388,8.0432,0.7172
